temperature,humidity,ph,label
23.799857,83.266755,5.566822,arroz
32.875202,64.737950,7.738075,frijol urad
25.624092,64.262693,7.721034,frijol urad
15.330426,24.915067,5.565035,frijol rojo
29.692387,92.588625,6.606033,melón
28.259410,82.229311,6.422808,frijol chino
20.647290,65.476584,6.653156,maíz
27.612270,83.390431,5.757414,plátano
28.614091,57.142188,8.292876,frijol moth
30.906078,52.799130,7.051816,frijol de palo
21.070052,83.178966,7.415559,arroz
25.033029,78.623455,5.751978,plátano
23.059519,50.920942,6.967048,café
21.890975,24.852330,5.844317,frijol rojo
26.782001,89.725756,6.487275,sandía
24.081907,84.908455,6.686111,sandía
27.049275,91.382173,6.448062,melón
22.770055,90.672771,5.514253,manzana
28.618232,88.466690,6.266550,frijol chino
25.755812,91.143179,5.873863,coco
15.833887,91.682939,7.651225,naranja
21.036527,90.752034,5.638978,manzana
27.106068,89.895933,6.698574,frijol chino
33.944315,67.030585,6.504990,frijol urad
25.930784,71.481564,6.223891,maíz
24.477578,58.724129,7.921878,frijol moth
26.521729,81.248650,6.388413,yute
28.581274,91.999926,6.083927,melón
26.663461,89.984052,6.881426,sandía
24.834579,66.366836,5.707959,maíz
23.787371,61.029710,6.945665,café
29.046211,91.722089,6.237356,melón
12.540328,80.515884,5.851442,uva
20.966977,21.195248,5.557392,frijol rojo
33.705555,81.354635,5.668195,uva
23.810749,80.663198,7.208661,yute
22.778190,82.772598,5.691579,arroz
28.445563,89.057893,6.257115,frijol chino
20.671600,14.394012,6.439622,garbanzo
22.662589,82.614007,6.620947,algodón
30.756975,36.694042,6.963751,frijol de palo
17.572121,14.999275,8.519976,garbanzo
27.819966,83.308111,6.115392,plátano
29.064492,90.563463,5.922828,coco
26.627772,95.856328,6.265594,coco
34.313238,92.914179,6.993436,papaya
25.502884,83.871832,7.190699,algodón
24.721080,93.396395,6.272345,granada
25.879903,67.551090,6.347379,lenteja
29.760607,90.360698,6.114909,melón
30.655182,50.405929,5.659569,mango
32.893002,52.613240,4.650536,mango
21.782156,24.291759,5.998125,frijol rojo
25.983499,83.478367,5.816501,arroz
18.491823,56.155133,6.630821,maíz
29.620663,88.294386,6.531508,frijol chino
16.460286,91.314482,6.132125,naranja
22.327315,94.404218,6.042863,manzana
22.363387,76.575299,7.455415,algodón
28.896974,44.104607,6.776928,frijol de palo
18.058738,17.432022,6.591726,garbanzo
24.848825,85.811157,6.121066,sandía
27.460354,80.476994,6.137088,plátano
19.062927,67.744936,6.142581,maíz
26.508387,86.842640,6.065898,yute
24.883712,77.896743,5.993046,algodón
29.908885,77.300271,6.242335,plátano
24.944676,94.257027,7.009180,granada
18.135277,80.848067,6.330244,uva
18.525108,69.027623,5.773455,maíz
22.409320,90.025751,5.743370,manzana
26.207077,82.267828,6.107278,plátano
25.109288,87.574858,7.162638,yute
23.022329,82.887715,7.536161,algodón
24.101866,89.535987,6.575606,granada
20.124727,19.752479,7.128822,garbanzo
21.617482,62.723886,5.916454,lenteja
23.877581,91.332071,7.631831,naranja
31.982087,50.670756,5.345926,mango
29.667192,58.216629,6.843893,frijol moth
20.146752,80.217709,6.762266,arroz
24.693689,85.569676,6.353107,sandía
27.824245,90.566987,6.266209,melón
25.939223,76.867365,7.269042,algodón
22.696578,82.810889,6.028322,arroz
26.123537,81.822672,6.249609,uva
23.245511,53.260283,6.720413,café
24.110648,66.954581,6.352776,café
22.521612,92.611849,6.369760,manzana
29.065237,91.951493,6.363016,melón
30.482936,63.491778,6.843724,frijol urad
29.468743,83.230103,5.772309,plátano
25.287846,89.636679,6.765095,sandía
23.417990,85.086405,6.661958,yute
26.040638,59.735393,6.199605,maíz
27.024151,91.554525,6.114973,melón
19.729485,89.326794,6.364162,granada
32.084691,49.074031,6.594604,mango
21.631491,21.179197,5.887263,frijol rojo
26.234543,54.207139,6.896244,café
26.904548,96.504428,5.581494,coco
17.566935,18.092240,5.622668,frijol rojo
28.680302,61.698960,7.367086,frijol urad
25.897427,58.698103,6.187288,maíz
23.181661,91.174848,6.829833,granada
34.566561,61.443867,7.643500,frijol urad
29.064870,69.818953,6.870890,lenteja
27.749351,90.770634,6.699705,melón
30.321792,51.095074,6.721992,mango
12.678311,81.661993,6.116564,uva
18.768990,19.147037,8.079651,garbanzo
30.043976,67.186039,7.267816,frijol urad
23.414893,79.395942,6.564450,yute
32.712503,64.470197,7.393501,frijol urad
28.061605,94.865467,6.315006,melón
32.899847,47.536538,4.762798,mango
23.895238,94.140143,6.129695,manzana
26.591125,57.409460,6.788279,café
19.487327,89.882848,6.916483,granada
27.510647,84.403636,6.373479,plátano
40.102077,94.351102,6.979102,papaya
21.015266,80.122675,5.550838,arroz
28.885153,63.725443,8.231013,frijol moth
28.097488,90.089221,6.538503,naranja
28.009485,82.774083,6.448965,frijol chino
27.627170,68.877381,6.664831,frijol urad
30.235980,63.523017,8.589839,frijol moth
32.767959,94.573774,6.764213,papaya
25.521658,76.010722,5.579642,plátano
22.026034,90.157549,5.669992,granada
29.450591,84.149814,6.397457,frijol chino
25.376013,80.993135,6.653987,sandía
24.292885,81.785326,6.743241,sandía
21.607842,80.288732,6.475704,arroz
27.216075,90.767715,6.859488,papaya
29.168546,58.728951,6.829220,frijol moth
23.129615,81.645054,6.119249,yute
28.537145,92.589634,6.158296,melón
20.434182,81.657283,5.916349,uva
28.557918,43.899084,7.929906,frijol moth
42.072138,92.922031,6.840802,papaya
22.956985,94.557916,5.931764,manzana
30.796818,40.009334,8.898432,frijol moth
34.878966,67.554445,5.191003,frijol de palo
26.000947,90.878757,6.672176,papaya
23.697893,81.344683,7.475807,arroz
27.888346,88.720361,6.757609,frijol chino
12.000737,91.864489,6.269612,naranja
29.191382,90.875240,6.728109,papaya
13.058097,80.282980,5.757010,uva
17.140650,15.849683,6.148740,garbanzo
33.394388,62.936929,6.602888,frijol urad
29.161746,80.280381,6.715277,frijol chino
26.631610,78.789325,5.692190,plátano
32.611261,47.749165,5.418475,mango
29.212901,63.172066,5.470279,frijol de palo
32.942385,45.022364,6.224293,mango
17.220687,16.510734,7.520450,garbanzo
27.061367,78.963969,5.927606,plátano
26.517489,98.376556,5.602236,coco
28.299032,90.615033,6.254850,melón
25.161254,55.254358,9.254089,frijol moth
26.843661,83.850400,6.106501,sandía
26.391890,97.141554,6.146822,coco
23.970488,56.141251,6.442520,café
22.598330,82.614376,5.612768,arroz
22.319660,90.241875,6.535795,granada
22.207578,90.085346,6.156583,manzana
31.999858,50.708154,5.315431,mango
22.485431,91.550794,5.799710,manzana
25.196402,83.558299,5.703382,plátano
24.456875,21.253394,5.827609,frijol rojo
27.838371,94.458301,7.212946,naranja
29.109408,91.848758,6.246429,melón
28.688001,56.329533,8.271454,frijol moth
18.259088,60.545280,5.513698,maíz
23.517413,78.280704,6.125347,algodón
33.956044,93.412854,7.371762,naranja
22.341519,94.739559,5.608019,manzana
25.290859,75.105080,6.031142,plátano
27.396997,69.541810,7.021856,lenteja
26.030683,46.190635,6.142363,frijol moth
25.087188,79.787220,6.285570,plátano
23.343864,91.476847,6.281884,manzana
19.157568,18.015544,8.087922,garbanzo
26.222302,98.333995,5.979893,coco
19.844149,20.311764,5.782646,frijol rojo
25.036686,61.777936,6.691205,café
29.173837,92.257843,6.327287,melón
26.986037,89.396805,6.276404,sandía
23.384514,73.414120,7.041398,yute
26.156539,82.082870,6.315192,plátano
25.483852,59.920400,7.459013,café
28.105128,83.441551,6.806698,frijol chino
42.936054,90.094481,6.612430,papaya
24.846410,66.703576,6.399140,lenteja
30.078725,90.126062,6.824757,papaya
27.292602,83.138369,5.741129,plátano
18.569451,15.988514,7.932497,garbanzo
21.170355,90.246944,5.514253,manzana
27.913168,51.542529,6.557340,mango
19.118588,17.887473,8.158399,garbanzo
26.320318,67.659139,7.618886,lenteja
16.346332,20.537888,5.613411,frijol rojo
18.923912,20.860741,5.671023,frijol rojo
26.575975,60.978766,7.836720,lenteja
28.970481,91.534424,6.568782,melón
26.490041,67.404377,6.736213,café
24.080110,67.318103,6.366744,café
23.594507,84.363864,6.438640,algodón
26.974496,86.631049,6.751871,sandía
26.912264,51.047687,7.548543,frijol moth
20.075229,19.788852,7.348551,garbanzo
21.900401,81.872312,5.520135,arroz
16.644484,19.176374,5.638983,frijol rojo
24.373195,47.694345,7.372526,frijol de palo
27.047288,57.374262,6.484008,café
23.270354,87.962899,6.729083,yute
28.633960,84.710989,6.792121,frijol chino
24.912158,55.458637,9.437730,frijol moth
25.628543,83.245272,6.956509,sandía
28.684434,55.750973,7.135513,frijol moth
17.237232,17.409700,6.370875,garbanzo
25.089819,51.825752,6.062858,frijol de palo
29.692111,51.196629,6.143738,mango
26.321372,86.372020,6.939726,sandía
24.276366,67.570297,6.379521,café
27.151902,50.806511,4.973364,mango
29.444687,92.054989,6.742753,melón
33.796016,93.007543,6.991041,papaya
23.288263,83.682669,5.843789,arroz
29.507046,78.205856,5.507642,plátano
30.702403,30.775768,7.128817,frijol de palo
23.427937,92.064598,5.620832,manzana
26.003740,62.144510,6.559817,café
25.162528,92.091955,6.063039,coco
37.986855,82.096160,5.971106,uva
29.677139,93.952520,6.063101,naranja
26.195049,81.425724,6.325721,sandía
21.745317,19.627577,5.787266,frijol rojo
21.030688,62.679327,5.916454,lenteja
25.008724,95.819067,6.003431,coco
23.267827,91.579937,6.529421,papaya
24.806038,66.176713,6.482273,maíz
26.415341,80.851824,6.525998,sandía
27.509125,80.856660,6.111502,plátano
25.146473,84.646916,5.159651,arroz
29.916906,94.556956,6.117530,melón
25.048638,88.336539,7.079713,yute
23.782095,93.296395,5.514253,manzana
23.627966,68.118460,6.765314,café
23.897364,66.321020,7.802212,lenteja
20.420948,81.541850,5.931102,uva
25.117110,68.480304,7.007332,café
21.364470,90.043898,5.514253,manzana
43.107093,90.061379,6.610621,papaya
27.716783,63.291034,6.781842,frijol urad
26.379785,91.498830,5.547595,coco
26.024011,86.886469,6.000976,sandía
28.141847,97.045313,5.964956,coco
28.799292,49.842134,3.558823,frijol moth
22.997744,60.242186,4.603563,frijol de palo
17.306012,82.973206,6.481728,uva
23.059519,50.406094,6.973840,café
31.025241,57.882940,7.215243,frijol de palo
19.788149,82.779189,5.866935,uva
28.282133,61.789087,7.768704,lenteja
25.167109,61.471148,7.272798,frijol urad
28.375074,84.506092,5.651691,plátano
23.988780,19.117355,5.822013,frijol rojo
20.869645,14.537552,6.471156,garbanzo
29.067128,93.848096,6.104142,melón
23.120789,90.334588,6.112642,manzana
20.995022,17.691643,7.630793,garbanzo
27.876432,88.766947,6.797425,frijol chino
41.354720,82.274676,6.257109,uva
27.050967,81.425639,5.902071,plátano
20.281119,90.798482,6.410460,granada
26.766536,67.897118,7.043604,frijol urad
26.549963,81.776368,7.868475,arroz
24.459025,89.444645,6.207757,yute
27.845564,94.853682,5.709051,coco
29.666092,92.847491,6.160267,melón
25.561229,77.816206,6.487825,algodón
24.208417,82.977301,6.635983,sandía
33.797622,48.821669,7.121043,frijol de palo
26.303423,80.930887,6.130983,sandía
25.341198,84.473213,6.435917,plátano
17.178268,18.413043,7.807220,garbanzo
27.401178,85.289049,7.199495,frijol chino
23.012402,91.073555,6.598860,papaya
22.380862,91.163940,6.108656,manzana
28.708769,47.565836,4.751738,mango
20.599192,62.585104,5.859190,maíz
25.074749,69.079757,7.051965,café
25.242894,93.078444,6.775411,papaya
19.630959,20.207564,5.786091,frijol rojo
24.988841,84.932938,6.157971,sandía
23.495545,93.614629,6.499473,granada
30.337239,48.887048,5.755050,mango
26.204097,87.510702,6.408771,sandía
23.086593,83.555461,7.227746,algodón
27.811382,92.308198,6.166864,melón
27.883529,86.451476,6.364967,frijol chino
23.632459,86.200324,7.024899,yute
20.357507,16.442820,8.188502,garbanzo
29.801991,90.818268,6.403568,melón
28.867783,93.914642,6.419242,melón
19.325096,23.333479,5.581022,frijol rojo
23.665182,80.379892,6.999661,arroz
18.681376,17.601454,8.868741,garbanzo
23.804316,87.372178,6.329700,granada
27.117418,97.134820,5.952149,coco
27.758500,89.996156,7.072335,frijol chino
31.226065,46.061086,6.613720,frijol moth
17.179215,15.978429,7.558345,garbanzo
21.623247,71.159170,5.915463,maíz
27.692410,68.427656,7.058799,frijol urad
22.743273,77.331066,7.248625,algodón
26.717174,50.501485,7.131436,café
29.384716,45.887447,5.727423,mango
24.935205,55.421517,9.105117,frijol moth
25.243185,53.756810,4.757034,frijol moth
21.981419,91.127193,6.142803,manzana
29.104764,55.763980,6.339463,frijol de palo
25.815147,86.750913,6.671944,sandía
17.491769,16.734954,6.288908,garbanzo
27.774532,52.745012,4.235689,frijol moth
30.019932,91.494969,6.746576,papaya
19.506325,18.714243,7.102252,garbanzo
24.127035,62.543838,6.791166,lenteja
31.127412,68.156964,7.080241,frijol urad
21.452787,90.745319,6.110219,manzana
25.990072,78.121806,6.202771,plátano
26.644909,91.065812,5.560248,coco
28.259791,90.460392,6.227957,melón
26.211719,62.443727,6.956278,lenteja
24.914045,80.474396,6.301312,sandía
24.254003,78.573029,7.058848,yute
28.228464,82.141857,7.066159,frijol chino
11.827774,91.396795,7.325233,naranja
27.429274,62.689582,6.512767,frijol urad
27.123371,85.991550,6.544965,frijol chino
23.687378,90.853194,5.615271,manzana
32.512474,94.659041,6.704204,papaya
25.970971,94.736096,6.470466,coco
28.125872,91.305812,6.242680,melón
35.046454,48.773050,6.395823,mango
28.991327,81.883848,6.475119,frijol chino
23.368786,23.063140,5.936462,frijol rojo
18.079088,85.793155,5.939211,granada
22.147119,94.832061,6.192325,manzana
22.468428,81.676515,6.749575,algodón
24.878710,75.488847,6.775614,algodón
31.083395,44.802154,6.643699,frijol moth
29.599772,84.154431,6.346660,frijol chino
22.338514,19.614543,5.783821,frijol rojo
20.034624,92.019008,7.788814,naranja
26.207442,74.806735,7.194065,yute
29.914544,86.022762,6.395164,frijol chino
22.655028,60.899080,6.866966,lenteja
23.319904,84.649674,6.659642,yute
22.082624,93.603931,6.385967,manzana
28.295871,86.064812,6.902700,frijol chino
28.397437,93.454141,6.501521,papaya
29.282224,58.036268,5.981169,frijol de palo
29.975598,55.996174,8.254941,frijol moth
26.652541,57.056780,6.778263,café
30.741950,83.368931,5.619361,uva
25.408810,64.082647,6.633193,maíz
26.331526,84.313141,6.510033,sandía
28.134092,44.207991,6.137969,frijol moth
21.705619,92.848178,6.061628,manzana
36.891637,62.731782,5.269085,frijol de palo
42.426521,93.218513,6.658671,papaya
28.179724,82.564597,6.292576,frijol chino
18.183899,91.101841,7.004136,granada
26.916427,87.964834,6.402805,sandía
31.661509,51.963962,5.395878,mango
17.679092,17.652765,7.663978,garbanzo
24.014229,85.273759,5.802852,granada
23.788629,72.998703,6.646703,maíz
29.095498,83.607675,6.819282,frijol chino
26.039672,83.986244,6.277484,sandía
18.071330,91.182230,6.967565,granada
26.803814,80.820559,5.956392,arroz
30.315393,59.955473,7.444184,frijol moth
17.024985,17.169049,7.475813,garbanzo
23.899972,78.024073,6.424189,algodón
19.706125,14.650867,6.537425,garbanzo
31.468462,35.394540,5.661826,frijol de palo
28.593515,61.852514,7.403390,frijol urad
28.700121,44.359648,3.828031,frijol moth
16.507490,20.400400,5.607254,frijol rojo
29.213597,81.746933,6.898710,frijol chino
24.815301,91.908430,5.972715,granada
20.186371,32.008001,4.548202,frijol de palo
28.672296,67.511452,7.148048,frijol urad
26.682448,67.690655,7.770841,frijol urad
23.280123,94.943305,6.368561,granada
22.829053,93.107705,5.819347,manzana
24.905732,87.516452,6.701415,sandía
28.096468,60.713701,3.587541,frijol moth
20.984954,19.019428,6.516209,garbanzo
25.535098,98.227765,5.552649,coco
27.048635,91.346851,6.375923,melón
19.731369,24.894874,5.819404,frijol rojo
40.345041,80.256207,6.469302,uva
26.141842,63.679135,6.711536,café
21.300098,53.907329,5.663346,frijol de palo
21.454613,82.862669,6.250959,arroz
28.621198,49.236570,3.669229,frijol moth
26.128697,78.121217,6.821194,yute
28.678456,91.913688,5.973553,coco
25.247091,67.400519,6.349667,lenteja
29.589434,91.281278,5.805435,coco
25.365861,66.637972,7.538631,frijol urad
26.402023,84.410076,5.720727,plátano
25.955104,78.195616,6.470844,algodón
25.131636,66.926424,7.399749,lenteja
27.864024,55.392379,9.410950,frijol moth
21.912367,80.360577,5.972067,arroz
25.404744,65.856754,7.722336,lenteja
21.441683,92.622594,6.173288,manzana
21.497188,82.891611,7.263619,arroz
24.116413,74.242254,7.193687,yute
27.916459,63.219161,7.240068,lenteja
24.602407,80.558376,6.086358,arroz
20.459737,82.818842,5.778455,arroz
29.031673,93.126032,6.355443,melón
28.078027,54.964053,6.128168,mango
22.121903,58.784704,5.780011,maíz
35.990097,52.227805,5.978634,mango
25.020533,53.787639,7.053181,café
32.276520,50.193688,5.316876,mango
28.280622,68.510737,7.381582,frijol urad
24.941489,57.122988,7.259566,café
31.603699,46.970942,4.788810,mango
13.483246,83.476457,5.698676,uva
27.365415,88.345430,6.686436,frijol chino
24.258329,83.589578,6.653807,sandía
29.603151,62.879984,5.772854,frijol moth
26.101446,74.672634,6.525535,maíz
23.574712,22.860299,5.928455,frijol rojo
27.675713,89.693989,6.623907,frijol chino
18.096911,90.421774,6.924491,granada
28.576383,92.187332,6.066942,melón
36.147957,93.111243,6.993473,papaya
24.480746,85.129122,6.718866,granada
23.860662,61.568324,7.017266,café
28.843337,94.586065,6.294686,melón
19.023861,17.266142,6.915328,garbanzo
28.719745,81.679209,6.700152,frijol chino
24.994865,60.532754,7.111433,lenteja
32.352910,44.205974,5.594572,frijol de palo
28.469514,82.814717,6.289420,frijol chino
19.634743,18.907056,5.759237,frijol rojo
25.777691,45.885693,7.797109,frijol moth
25.083224,81.290949,6.893432,algodón
28.047602,47.513266,5.060139,mango
36.209705,31.945506,5.617123,frijol de palo
19.740023,88.775251,5.755938,granada
12.436078,83.497508,5.932832,uva
40.027672,94.320456,6.985423,papaya
26.111937,79.168396,6.086622,yute
26.001751,94.799984,6.331052,coco
18.414822,80.016394,6.066469,uva
18.278401,19.822912,7.066904,garbanzo
22.791968,90.609019,6.420457,naranja
17.368086,14.258040,7.808284,garbanzo
22.960650,90.698724,5.619210,manzana
25.656656,97.122526,6.170433,coco
31.487977,94.933221,6.620745,papaya
13.275600,94.194071,6.376169,naranja
35.695984,83.319924,5.793808,uva
30.992569,43.021514,8.034413,frijol moth
28.612225,88.929040,6.232560,frijol chino
18.024713,18.278141,8.746011,garbanzo
21.982682,80.130921,7.124105,arroz
29.874428,89.616250,7.161249,frijol chino
19.666291,86.179627,5.771020,granada
21.599347,24.969699,5.854345,frijol rojo
26.929951,81.910421,7.197741,arroz
28.504164,93.468065,6.565313,melón
20.687204,84.396111,6.223484,arroz
25.400844,78.709847,5.600310,plátano
25.630821,82.811655,6.956509,sandía
26.288460,83.390039,5.891458,plátano
24.291449,81.024534,7.810866,algodón
24.983175,80.647007,7.193095,algodón
26.659731,84.665907,7.069056,arroz
21.193393,82.330983,6.399434,uva
43.074953,93.342650,6.951284,papaya
29.387361,94.499412,6.430153,melón
25.615774,62.375235,7.275296,café
19.143819,90.710375,7.854624,naranja
36.328622,43.454917,4.654084,frijol de palo
25.055094,79.257965,5.604876,plátano
26.916248,80.768389,5.953966,uva
25.950586,40.582273,5.165165,frijol de palo
31.863265,68.362727,7.295215,frijol urad
24.772440,22.335490,5.697890,frijol rojo
28.954512,89.078661,6.421271,frijol chino
26.181597,81.038863,6.315586,uva
24.254657,63.340059,6.425309,café
26.353280,73.935878,6.802132,yute
27.636420,68.781209,6.305414,lenteja
19.729061,62.562753,5.728388,maíz
29.134455,47.867471,4.617662,mango
25.376646,73.310241,6.101759,yute
25.010185,84.583252,6.200744,plátano
27.304727,81.503966,6.881172,frijol chino
20.790118,20.990157,5.559020,frijol rojo
21.691375,92.640043,5.540213,manzana
28.436835,87.913327,6.583382,frijol chino
26.698258,81.067296,5.943551,arroz
29.908885,76.987408,6.257370,plátano
31.260044,36.156933,5.597884,frijol de palo
22.207644,92.547763,5.804162,manzana
24.786394,58.564413,6.351758,frijol de palo
32.015715,51.007385,5.314432,mango
24.876637,76.300504,7.041066,algodón
29.738364,93.070585,6.564821,papaya
27.321989,34.137371,4.697751,frijol de palo
26.003722,83.274408,6.355181,uva
29.128239,84.758078,6.165557,plátano
25.391466,62.805196,9.082341,frijol moth
23.718792,66.692648,7.411504,café
25.751229,57.395025,7.922520,frijol moth
31.793032,53.522466,5.321902,frijol moth
26.372021,84.503872,5.723375,plátano
24.669002,51.602552,7.075593,café
23.168049,86.454169,6.453521,yute
25.991418,77.005141,7.344958,algodón
24.899086,89.698522,7.035739,granada
35.185868,83.350372,5.771145,uva
22.307889,91.563440,6.187674,manzana
29.257673,76.234252,5.795422,plátano
23.524239,81.119868,7.464109,arroz
31.049757,45.520143,6.749898,frijol moth
20.995022,19.186074,8.760780,garbanzo
27.247872,85.129429,6.516926,frijol chino
28.112802,61.498450,7.525164,frijol urad
28.587199,85.907313,6.853316,frijol chino
24.893263,77.012226,7.207457,yute
26.408568,54.039023,6.988688,café
25.169392,64.136455,7.158964,lenteja
23.465054,50.964509,6.916361,café
27.445889,89.129955,6.721359,frijol chino
23.202426,91.194427,6.859841,granada
25.681951,77.897875,6.496774,algodón
24.820187,74.215177,6.570435,yute
24.062694,67.933943,6.802354,lenteja
9.961883,80.651841,5.905188,uva
22.443077,91.592340,6.160267,manzana
23.321594,63.278610,5.721057,frijol de palo
31.597810,45.022364,5.555505,mango
27.561888,63.612703,7.380929,lenteja
20.714227,87.333515,7.042331,granada
29.074938,91.791176,6.220978,melón
31.205903,46.820352,4.880004,mango
20.249914,82.231546,7.574221,arroz
27.599067,51.970665,4.783387,mango
24.698717,47.286803,8.561508,frijol moth
28.332012,90.464834,6.208521,melón
19.663298,87.951581,5.561852,granada
23.012402,94.029183,6.760569,papaya
23.863313,83.213562,5.582409,arroz
17.024985,16.943323,7.481643,garbanzo
25.238755,83.189753,5.692621,plátano
23.871787,92.828066,5.590783,manzana
18.920764,62.731356,5.077609,frijol de palo
28.433883,93.491248,6.533263,melón
11.920344,92.153035,6.525886,naranja
18.041855,55.338543,6.136947,maíz
24.697912,86.089533,6.330357,granada
20.517168,59.212355,5.561511,maíz
26.824892,78.203928,7.093329,yute
24.439041,89.984052,6.015521,sandía
23.727093,75.649415,7.544125,algodón
17.046863,17.572568,6.295647,garbanzo
26.005743,84.054361,6.281879,sandía
12.001038,94.097103,7.891096,naranja
40.660123,81.249960,6.372960,uva
19.131820,92.143424,6.457301,naranja
37.534351,91.915104,6.981304,papaya
24.383138,20.608351,5.844687,frijol rojo
26.819387,87.827460,6.551750,sandía
31.774763,51.865063,8.977739,frijol moth
25.826998,82.174785,5.786795,plátano
26.185524,96.966379,5.612123,coco
24.371182,87.126913,6.451500,sandía
22.478779,93.816130,5.881905,manzana
29.030575,91.275895,6.759309,melón
28.188685,52.095334,4.613953,frijol moth
27.139702,77.362109,6.194666,plátano
28.963183,95.163337,6.165085,coco
25.172866,63.203394,9.078695,frijol moth
26.922344,87.267953,6.859487,sandía
27.173526,92.573170,6.131831,coco
26.790136,81.120159,6.956509,sandía
25.042029,77.601726,7.160958,yute
19.331626,24.139950,5.655727,frijol rojo
28.240914,88.726475,7.135745,frijol chino
27.287288,81.396294,6.442291,plátano
23.101598,65.960308,6.792288,maíz
27.855991,63.927527,6.907279,café
23.416803,93.285234,6.814113,granada
24.913705,54.153192,7.042089,café
23.901870,90.823013,5.823344,manzana
20.073451,15.129029,7.690814,garbanzo
25.755286,83.518271,5.875346,arroz
26.234467,64.434974,7.341395,frijol urad
30.851852,46.038716,6.941234,frijol de palo
13.332945,91.027461,7.574212,naranja
24.893270,18.199871,5.585251,frijol rojo
20.379997,63.738500,6.644205,maíz
24.081328,84.827164,6.664794,sandía
17.170126,17.304577,8.081095,garbanzo
30.940171,46.136483,3.711367,frijol moth
24.713727,64.074245,7.148965,lenteja
21.132169,91.998404,5.824863,manzana
19.918531,20.700998,5.833011,frijol rojo
28.401410,97.571030,5.839708,coco
24.451029,79.036744,7.208034,algodón
21.959594,91.636892,6.470861,manzana
26.402700,81.036971,6.289953,sandía
22.392294,91.870138,6.236132,manzana
27.844928,91.606666,6.732049,melón
27.289220,66.922281,6.228272,lenteja
29.843947,94.645568,6.129281,melón
22.859951,91.149294,6.369882,granada
28.300206,91.509837,5.555657,coco
21.481841,90.611059,6.120968,manzana
19.205224,24.132187,5.586114,frijol rojo
31.837767,94.944821,6.613634,papaya
33.535971,92.670381,6.981871,papaya
31.212394,40.926049,8.532079,frijol moth
28.975636,90.856280,6.554661,melón
17.905338,15.902808,7.822903,garbanzo
17.399002,20.165255,5.846028,frijol rojo
27.054389,63.145691,6.735540,café
27.413848,52.576988,5.510424,mango
20.059772,81.691957,7.527458,arroz
23.707068,91.253335,6.683817,naranja
29.652969,88.485874,6.530471,frijol chino
26.389054,83.312403,7.433313,yute
26.273212,60.855457,7.841496,lenteja
27.105080,63.567914,5.794290,frijol moth
36.165513,30.727818,6.332744,frijol de palo
24.001735,62.002881,7.360434,lenteja
25.775054,75.288598,7.615333,algodón
34.457162,92.324420,6.723154,naranja
26.589725,66.140077,6.139216,lenteja
23.094338,78.328987,7.155767,yute
32.795521,83.818731,5.562445,uva
23.688901,83.686037,5.905562,arroz
27.053129,91.346321,6.483527,melón
30.214983,35.443491,5.306140,frijol de palo
22.890550,82.294267,7.868475,arroz
25.407859,76.440486,7.319952,yute
18.331248,38.409755,4.946370,frijol de palo
26.578599,82.534537,6.854803,sandía
28.629112,89.114806,6.218924,frijol chino
20.045414,83.252804,5.770349,arroz
27.996117,90.846603,6.630301,melón
37.588997,91.997404,6.967760,papaya
22.128934,94.275670,6.654590,granada
25.847059,80.580668,5.724237,arroz
25.060628,58.519241,7.182873,café
27.525967,94.533153,6.378660,coco
24.746793,88.775894,6.122619,sandía
29.181271,60.678775,9.030204,frijol moth
33.087061,92.251975,6.770385,papaya
33.469624,81.215361,5.664325,uva
22.155965,82.758872,6.696412,algodón
28.120522,83.706062,6.653937,frijol chino
29.102846,76.828613,5.608809,plátano
26.270835,72.077734,6.249782,maíz
23.616375,90.236372,7.512842,naranja
18.395978,64.490165,6.531008,maíz
25.384380,60.959874,7.260413,lenteja
29.279237,90.109159,6.051807,melón
21.339778,92.854387,5.888514,manzana
29.748976,82.928366,6.452819,frijol chino
22.986764,76.495356,6.949703,algodón
23.453790,46.487148,7.109598,frijol de palo
20.205663,89.057363,6.060289,granada
23.428674,76.529991,7.446611,algodón
23.501600,77.291669,7.973919,algodón
23.730001,71.198825,6.695847,yute
28.771148,44.628571,5.067736,frijol de palo
24.416004,91.590449,7.507147,naranja
25.241674,75.220890,6.062879,algodón
24.882283,75.392583,6.819563,algodón
19.275976,86.978059,7.015724,granada
18.576659,19.220082,8.104396,garbanzo
39.981173,91.904087,6.749816,papaya
27.436461,87.261054,7.149782,frijol chino
23.737284,84.278684,6.599616,algodón
26.302107,67.351880,6.326402,lenteja
28.045738,90.820490,6.564389,melón
29.486461,76.228702,6.165270,plátano
22.008171,81.838961,7.762648,algodón
28.003134,87.273803,6.403912,frijol chino
26.758465,87.895978,6.443433,sandía
25.010185,78.847212,5.727219,plátano
10.723025,80.021306,6.425420,uva
27.477210,92.842533,5.802356,coco
29.775491,68.516146,6.887843,frijol urad
25.746794,40.719259,4.820788,frijol de palo
25.187800,83.446217,6.818261,sandía
18.457172,80.985345,6.385585,uva
16.885455,80.534918,6.272832,uva
23.566111,83.961373,6.189061,algodón
24.781998,85.129122,5.820390,granada
8.825675,82.939370,5.577149,uva
21.140114,22.718235,5.606620,frijol rojo
28.310412,86.447383,6.872874,frijol chino
29.527531,94.574594,6.700338,melón
22.500503,92.458783,6.126437,manzana
17.481897,18.825197,5.954665,frijol rojo
